"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"47 Valladolid"	"2012Q4"	"never_employed"	1.4
"Females"	"47 Valladolid"	"2012Q4"	"never_employed"	1.8
"Males"	"49 Zamora"	"2012Q4"	"never_employed"	0.6
"Females"	"49 Zamora"	"2012Q4"	"never_employed"	1.4
"Males"	"50 Zaragoza"	"2012Q4"	"never_employed"	4.1
"Females"	"50 Zaragoza"	"2012Q4"	"never_employed"	4.3
"Males"	"51 Ceuta"	"2012Q4"	"never_employed"	1.7
"Females"	"51 Ceuta"	"2012Q4"	"never_employed"	1.4
"Males"	"52 Melilla"	"2012Q4"	"never_employed"	0.7
"Females"	"52 Melilla"	"2012Q4"	"never_employed"	0.9
"Males"	"02 Albacete"	"2012Q3"	"never_employed"	1.9
"Females"	"02 Albacete"	"2012Q3"	"never_employed"	4.2
"Males"	"03 Alicante/Alacant"	"2012Q3"	"never_employed"	9.2
"Females"	"03 Alicante/Alacant"	"2012Q3"	"never_employed"	14.9
"Males"	"04 Almería"	"2012Q3"	"never_employed"	4.5
"Females"	"04 Almería"	"2012Q3"	"never_employed"	2.1
"Males"	"01 Araba/Álava"	"2012Q3"	"never_employed"	1.8
"Females"	"01 Araba/Álava"	"2012Q3"	"never_employed"	0.7
"Males"	"33 Asturias"	"2012Q3"	"never_employed"	3.2
"Females"	"33 Asturias"	"2012Q3"	"never_employed"	7.4
"Males"	"05 Ávila"	"2012Q3"	"never_employed"	1.1
"Females"	"05 Ávila"	"2012Q3"	"never_employed"	1.1
"Males"	"06 Badajoz"	"2012Q3"	"never_employed"	4.5
"Females"	"06 Badajoz"	"2012Q3"	"never_employed"	5.8
"Males"	"07 Balears, Illes"	"2012Q3"	"never_employed"	4.8
"Females"	"07 Balears, Illes"	"2012Q3"	"never_employed"	7.8
"Males"	"08 Barcelona"	"2012Q3"	"never_employed"	33.8
"Females"	"08 Barcelona"	"2012Q3"	"never_employed"	33.4
"Males"	"48 Bizkaia"	"2012Q3"	"never_employed"	6
"Females"	"48 Bizkaia"	"2012Q3"	"never_employed"	4
"Males"	"09 Burgos"	"2012Q3"	"never_employed"	1.5
"Females"	"09 Burgos"	"2012Q3"	"never_employed"	2.5
"Males"	"10 Cáceres"	"2012Q3"	"never_employed"	2.3
"Females"	"10 Cáceres"	"2012Q3"	"never_employed"	5
"Males"	"11 Cádiz"	"2012Q3"	"never_employed"	12
"Females"	"11 Cádiz"	"2012Q3"	"never_employed"	15
"Males"	"39 Cantabria"	"2012Q3"	"never_employed"	1.9
"Females"	"39 Cantabria"	"2012Q3"	"never_employed"	2.7
"Males"	"12 Castellón/Castelló"	"2012Q3"	"never_employed"	3.3
"Females"	"12 Castellón/Castelló"	"2012Q3"	"never_employed"	3
"Males"	"13 Ciudad Real"	"2012Q3"	"never_employed"	3.2
"Females"	"13 Ciudad Real"	"2012Q3"	"never_employed"	7
"Males"	"14 Córdoba"	"2012Q3"	"never_employed"	6.6
"Females"	"14 Córdoba"	"2012Q3"	"never_employed"	8.9
"Males"	"15 Coruña, A"	"2012Q3"	"never_employed"	3
"Females"	"15 Coruña, A"	"2012Q3"	"never_employed"	4.1
"Males"	"16 Cuenca"	"2012Q3"	"never_employed"	1.2
"Females"	"16 Cuenca"	"2012Q3"	"never_employed"	1.5
"Males"	"20 Gipuzkoa"	"2012Q3"	"never_employed"	1.7
"Females"	"20 Gipuzkoa"	"2012Q3"	"never_employed"	2.3
"Males"	"17 Girona"	"2012Q3"	"never_employed"	2.6
"Females"	"17 Girona"	"2012Q3"	"never_employed"	4.1
"Males"	"18 Granada"	"2012Q3"	"never_employed"	6.9
"Females"	"18 Granada"	"2012Q3"	"never_employed"	11.9
"Males"	"19 Guadalajara"	"2012Q3"	"never_employed"	1.6
"Females"	"19 Guadalajara"	"2012Q3"	"never_employed"	2.4
"Males"	"21 Huelva"	"2012Q3"	"never_employed"	2.4
"Females"	"21 Huelva"	"2012Q3"	"never_employed"	2.9
"Males"	"22 Huesca"	"2012Q3"	"never_employed"	0.6
"Females"	"22 Huesca"	"2012Q3"	"never_employed"	1.4
"Males"	"23 Jaén"	"2012Q3"	"never_employed"	4.3
"Females"	"23 Jaén"	"2012Q3"	"never_employed"	8.3
"Males"	"24 León"	"2012Q3"	"never_employed"	3.3
"Females"	"24 León"	"2012Q3"	"never_employed"	2.8
"Males"	"25 Lleida"	"2012Q3"	"never_employed"	2
"Females"	"25 Lleida"	"2012Q3"	"never_employed"	2.1
"Males"	"27 Lugo"	"2012Q3"	"never_employed"	1.7
"Females"	"27 Lugo"	"2012Q3"	"never_employed"	1.8
"Males"	"28 Madrid"	"2012Q3"	"never_employed"	33.2
"Females"	"28 Madrid"	"2012Q3"	"never_employed"	29.1
"Males"	"29 Málaga"	"2012Q3"	"never_employed"	6.3
"Females"	"29 Málaga"	"2012Q3"	"never_employed"	10.7
"Males"	"30 Murcia"	"2012Q3"	"never_employed"	4.6
"Females"	"30 Murcia"	"2012Q3"	"never_employed"	10.3
"Males"	"31 Navarra"	"2012Q3"	"never_employed"	1.2
"Females"	"31 Navarra"	"2012Q3"	"never_employed"	3.4
"Males"	"32 Ourense"	"2012Q3"	"never_employed"	1.4
"Females"	"32 Ourense"	"2012Q3"	"never_employed"	1.6
"Males"	"34 Palencia"	"2012Q3"	"never_employed"	0.2
"Females"	"34 Palencia"	"2012Q3"	"never_employed"	1.3
"Males"	"35 Palmas, Las"	"2012Q3"	"never_employed"	7.6
"Females"	"35 Palmas, Las"	"2012Q3"	"never_employed"	13
"Males"	"36 Pontevedra"	"2012Q3"	"never_employed"	4.6
"Females"	"36 Pontevedra"	"2012Q3"	"never_employed"	5.4
"Males"	"26 Rioja, La"	"2012Q3"	"never_employed"	1.3
"Females"	"26 Rioja, La"	"2012Q3"	"never_employed"	2.7
"Males"	"37 Salamanca"	"2012Q3"	"never_employed"	2
"Females"	"37 Salamanca"	"2012Q3"	"never_employed"	0.7
"Males"	"38 Santa Cruz de Tenerife"	"2012Q3"	"never_employed"	6.2
"Females"	"38 Santa Cruz de Tenerife"	"2012Q3"	"never_employed"	7.3
"Males"	"40 Segovia"	"2012Q3"	"never_employed"	1
"Females"	"40 Segovia"	"2012Q3"	"never_employed"	1.5
"Males"	"41 Sevilla"	"2012Q3"	"never_employed"	12.3
"Females"	"41 Sevilla"	"2012Q3"	"never_employed"	15.8
"Males"	"42 Soria"	"2012Q3"	"never_employed"	0.6
"Females"	"42 Soria"	"2012Q3"	"never_employed"	0.5
"Males"	"43 Tarragona"	"2012Q3"	"never_employed"	5.5
"Females"	"43 Tarragona"	"2012Q3"	"never_employed"	6
"Males"	"44 Teruel"	"2012Q3"	"never_employed"	0.7
"Females"	"44 Teruel"	"2012Q3"	"never_employed"	0.8
"Males"	"45 Toledo"	"2012Q3"	"never_employed"	4.4
"Females"	"45 Toledo"	"2012Q3"	"never_employed"	3.7
"Males"	"46 Valencia/València"	"2012Q3"	"never_employed"	8.3
"Females"	"46 Valencia/València"	"2012Q3"	"never_employed"	11
"Males"	"47 Valladolid"	"2012Q3"	"never_employed"	1.8
"Females"	"47 Valladolid"	"2012Q3"	"never_employed"	3.4
"Males"	"49 Zamora"	"2012Q3"	"never_employed"	0.6
"Females"	"49 Zamora"	"2012Q3"	"never_employed"	1.5
"Males"	"50 Zaragoza"	"2012Q3"	"never_employed"	4.6
"Females"	"50 Zaragoza"	"2012Q3"	"never_employed"	4.3
"Males"	"51 Ceuta"	"2012Q3"	"never_employed"	1.3
"Females"	"51 Ceuta"	"2012Q3"	"never_employed"	2
"Males"	"52 Melilla"	"2012Q3"	"never_employed"	0.6
"Females"	"52 Melilla"	"2012Q3"	"never_employed"	1.5
"Males"	"02 Albacete"	"2012Q2"	"never_employed"	1.3
"Females"	"02 Albacete"	"2012Q2"	"never_employed"	4.8
"Males"	"03 Alicante/Alacant"	"2012Q2"	"never_employed"	7.6
"Females"	"03 Alicante/Alacant"	"2012Q2"	"never_employed"	12.7
"Males"	"04 Almería"	"2012Q2"	"never_employed"	3.9
"Females"	"04 Almería"	"2012Q2"	"never_employed"	3
"Males"	"01 Araba/Álava"	"2012Q2"	"never_employed"	0.7
"Females"	"01 Araba/Álava"	"2012Q2"	"never_employed"	0.9
"Males"	"33 Asturias"	"2012Q2"	"never_employed"	4.3
"Females"	"33 Asturias"	"2012Q2"	"never_employed"	5.2
"Males"	"05 Ávila"	"2012Q2"	"never_employed"	1.1
"Females"	"05 Ávila"	"2012Q2"	"never_employed"	0.9
"Males"	"06 Badajoz"	"2012Q2"	"never_employed"	2
"Females"	"06 Badajoz"	"2012Q2"	"never_employed"	5.7
"Males"	"07 Balears, Illes"	"2012Q2"	"never_employed"	4.5
"Females"	"07 Balears, Illes"	"2012Q2"	"never_employed"	8.1
"Males"	"08 Barcelona"	"2012Q2"	"never_employed"	30.1
"Females"	"08 Barcelona"	"2012Q2"	"never_employed"	34.3
"Males"	"48 Bizkaia"	"2012Q2"	"never_employed"	3.9
"Females"	"48 Bizkaia"	"2012Q2"	"never_employed"	3.5
"Males"	"09 Burgos"	"2012Q2"	"never_employed"	0.8
"Females"	"09 Burgos"	"2012Q2"	"never_employed"	2.2
"Males"	"10 Cáceres"	"2012Q2"	"never_employed"	1.1
"Females"	"10 Cáceres"	"2012Q2"	"never_employed"	3.2
"Males"	"11 Cádiz"	"2012Q2"	"never_employed"	12.8
"Females"	"11 Cádiz"	"2012Q2"	"never_employed"	13.1
"Males"	"39 Cantabria"	"2012Q2"	"never_employed"	2.2
"Females"	"39 Cantabria"	"2012Q2"	"never_employed"	2.2
"Males"	"12 Castellón/Castelló"	"2012Q2"	"never_employed"	2.5
"Females"	"12 Castellón/Castelló"	"2012Q2"	"never_employed"	3
"Males"	"13 Ciudad Real"	"2012Q2"	"never_employed"	2.8
"Females"	"13 Ciudad Real"	"2012Q2"	"never_employed"	5.6
"Males"	"14 Córdoba"	"2012Q2"	"never_employed"	3.8
"Females"	"14 Córdoba"	"2012Q2"	"never_employed"	4.6
"Males"	"15 Coruña, A"	"2012Q2"	"never_employed"	2.7
"Females"	"15 Coruña, A"	"2012Q2"	"never_employed"	3.2
"Males"	"16 Cuenca"	"2012Q2"	"never_employed"	1.1
"Females"	"16 Cuenca"	"2012Q2"	"never_employed"	1
"Males"	"20 Gipuzkoa"	"2012Q2"	"never_employed"	0.7
"Females"	"20 Gipuzkoa"	"2012Q2"	"never_employed"	2.8
"Males"	"17 Girona"	"2012Q2"	"never_employed"	3.3
"Females"	"17 Girona"	"2012Q2"	"never_employed"	5.6
"Males"	"18 Granada"	"2012Q2"	"never_employed"	5.7
"Females"	"18 Granada"	"2012Q2"	"never_employed"	11.4
"Males"	"19 Guadalajara"	"2012Q2"	"never_employed"	0.4
"Females"	"19 Guadalajara"	"2012Q2"	"never_employed"	2
"Males"	"21 Huelva"	"2012Q2"	"never_employed"	3.3
"Females"	"21 Huelva"	"2012Q2"	"never_employed"	2.1
"Males"	"22 Huesca"	"2012Q2"	"never_employed"	0.4
"Females"	"22 Huesca"	"2012Q2"	"never_employed"	0.8
"Males"	"23 Jaén"	"2012Q2"	"never_employed"	3.9
"Females"	"23 Jaén"	"2012Q2"	"never_employed"	5.2
"Males"	"24 León"	"2012Q2"	"never_employed"	2.6
"Females"	"24 León"	"2012Q2"	"never_employed"	2.3
"Males"	"25 Lleida"	"2012Q2"	"never_employed"	0.9
"Females"	"25 Lleida"	"2012Q2"	"never_employed"	2.9
"Males"	"27 Lugo"	"2012Q2"	"never_employed"	1.1
"Females"	"27 Lugo"	"2012Q2"	"never_employed"	1.8
"Males"	"28 Madrid"	"2012Q2"	"never_employed"	32.2
"Females"	"28 Madrid"	"2012Q2"	"never_employed"	24.7
"Males"	"29 Málaga"	"2012Q2"	"never_employed"	7
"Females"	"29 Málaga"	"2012Q2"	"never_employed"	13.7
"Males"	"30 Murcia"	"2012Q2"	"never_employed"	5.3
"Females"	"30 Murcia"	"2012Q2"	"never_employed"	6
"Males"	"31 Navarra"	"2012Q2"	"never_employed"	1.7
"Females"	"31 Navarra"	"2012Q2"	"never_employed"	3.8
"Males"	"32 Ourense"	"2012Q2"	"never_employed"	0.8
"Females"	"32 Ourense"	"2012Q2"	"never_employed"	1.7
"Males"	"34 Palencia"	"2012Q2"	"never_employed"	0.4
"Females"	"34 Palencia"	"2012Q2"	"never_employed"	1.4
"Males"	"35 Palmas, Las"	"2012Q2"	"never_employed"	8.9
"Females"	"35 Palmas, Las"	"2012Q2"	"never_employed"	9.1
"Males"	"36 Pontevedra"	"2012Q2"	"never_employed"	3.1
"Females"	"36 Pontevedra"	"2012Q2"	"never_employed"	5.9
"Males"	"26 Rioja, La"	"2012Q2"	"never_employed"	1.9
"Females"	"26 Rioja, La"	"2012Q2"	"never_employed"	2.8
"Males"	"37 Salamanca"	"2012Q2"	"never_employed"	0.9
"Females"	"37 Salamanca"	"2012Q2"	"never_employed"	1.7
"Males"	"38 Santa Cruz de Tenerife"	"2012Q2"	"never_employed"	5.4
"Females"	"38 Santa Cruz de Tenerife"	"2012Q2"	"never_employed"	6.7
"Males"	"40 Segovia"	"2012Q2"	"never_employed"	0.2
"Females"	"40 Segovia"	"2012Q2"	"never_employed"	1.5
"Males"	"41 Sevilla"	"2012Q2"	"never_employed"	13.4
"Females"	"41 Sevilla"	"2012Q2"	"never_employed"	17.5
"Males"	"42 Soria"	"2012Q2"	"never_employed"	0.3
"Females"	"42 Soria"	"2012Q2"	"never_employed"	0.3
"Males"	"43 Tarragona"	"2012Q2"	"never_employed"	2.4
"Females"	"43 Tarragona"	"2012Q2"	"never_employed"	5.1
"Males"	"44 Teruel"	"2012Q2"	"never_employed"	0.4
"Females"	"44 Teruel"	"2012Q2"	"never_employed"	0.8
"Males"	"45 Toledo"	"2012Q2"	"never_employed"	4
"Females"	"45 Toledo"	"2012Q2"	"never_employed"	5.8
"Males"	"46 Valencia/València"	"2012Q2"	"never_employed"	8
"Females"	"46 Valencia/València"	"2012Q2"	"never_employed"	6.7
"Males"	"47 Valladolid"	"2012Q2"	"never_employed"	1.4
"Females"	"47 Valladolid"	"2012Q2"	"never_employed"	2.8
"Males"	"49 Zamora"	"2012Q2"	"never_employed"	0.4
"Females"	"49 Zamora"	"2012Q2"	"never_employed"	1
"Males"	"50 Zaragoza"	"2012Q2"	"never_employed"	2.8
"Females"	"50 Zaragoza"	"2012Q2"	"never_employed"	2.7
"Males"	"51 Ceuta"	"2012Q2"	"never_employed"	1.3
"Females"	"51 Ceuta"	"2012Q2"	"never_employed"	1.7
"Males"	"52 Melilla"	"2012Q2"	"never_employed"	1.1
"Females"	"52 Melilla"	"2012Q2"	"never_employed"	1.1
"Males"	"02 Albacete"	"2012Q1"	"never_employed"	1.3
"Females"	"02 Albacete"	"2012Q1"	"never_employed"	4.4
"Males"	"03 Alicante/Alacant"	"2012Q1"	"never_employed"	6.4
"Females"	"03 Alicante/Alacant"	"2012Q1"	"never_employed"	9.9
"Males"	"04 Almería"	"2012Q1"	"never_employed"	3.2
"Females"	"04 Almería"	"2012Q1"	"never_employed"	2.7
"Males"	"01 Araba/Álava"	"2012Q1"	"never_employed"	0.5
"Females"	"01 Araba/Álava"	"2012Q1"	"never_employed"	0.7
"Males"	"33 Asturias"	"2012Q1"	"never_employed"	6.4
"Females"	"33 Asturias"	"2012Q1"	"never_employed"	4.5
"Males"	"05 Ávila"	"2012Q1"	"never_employed"	0.7
"Females"	"05 Ávila"	"2012Q1"	"never_employed"	0.7
"Males"	"06 Badajoz"	"2012Q1"	"never_employed"	4.5
"Females"	"06 Badajoz"	"2012Q1"	"never_employed"	6.8
"Males"	"07 Balears, Illes"	"2012Q1"	"never_employed"	3.8
"Females"	"07 Balears, Illes"	"2012Q1"	"never_employed"	6.7
"Males"	"08 Barcelona"	"2012Q1"	"never_employed"	34.2
"Females"	"08 Barcelona"	"2012Q1"	"never_employed"	30.6
"Males"	"48 Bizkaia"	"2012Q1"	"never_employed"	2.1
"Females"	"48 Bizkaia"	"2012Q1"	"never_employed"	2.4
"Males"	"09 Burgos"	"2012Q1"	"never_employed"	1.3
"Females"	"09 Burgos"	"2012Q1"	"never_employed"	0.8
"Males"	"10 Cáceres"	"2012Q1"	"never_employed"	1.6
"Females"	"10 Cáceres"	"2012Q1"	"never_employed"	2.6
"Males"	"11 Cádiz"	"2012Q1"	"never_employed"	7.8
"Females"	"11 Cádiz"	"2012Q1"	"never_employed"	10.6
"Males"	"39 Cantabria"	"2012Q1"	"never_employed"	1.1
"Females"	"39 Cantabria"	"2012Q1"	"never_employed"	2.7
"Males"	"12 Castellón/Castelló"	"2012Q1"	"never_employed"	1.9
"Females"	"12 Castellón/Castelló"	"2012Q1"	"never_employed"	2.1
"Males"	"13 Ciudad Real"	"2012Q1"	"never_employed"	2.2
"Females"	"13 Ciudad Real"	"2012Q1"	"never_employed"	5.7
"Males"	"14 Córdoba"	"2012Q1"	"never_employed"	4
"Females"	"14 Córdoba"	"2012Q1"	"never_employed"	6
"Males"	"15 Coruña, A"	"2012Q1"	"never_employed"	2.3
"Females"	"15 Coruña, A"	"2012Q1"	"never_employed"	2.7
"Males"	"16 Cuenca"	"2012Q1"	"never_employed"	1
"Females"	"16 Cuenca"	"2012Q1"	"never_employed"	1.3
"Males"	"20 Gipuzkoa"	"2012Q1"	"never_employed"	0.7
"Females"	"20 Gipuzkoa"	"2012Q1"	"never_employed"	0.7
"Males"	"17 Girona"	"2012Q1"	"never_employed"	3.4
"Females"	"17 Girona"	"2012Q1"	"never_employed"	7.1
"Males"	"18 Granada"	"2012Q1"	"never_employed"	6.1
"Females"	"18 Granada"	"2012Q1"	"never_employed"	6.6
"Males"	"19 Guadalajara"	"2012Q1"	"never_employed"	0.8
"Females"	"19 Guadalajara"	"2012Q1"	"never_employed"	1.4
"Males"	"21 Huelva"	"2012Q1"	"never_employed"	2.8
"Females"	"21 Huelva"	"2012Q1"	"never_employed"	1.6
"Males"	"22 Huesca"	"2012Q1"	"never_employed"	0.1
"Females"	"22 Huesca"	"2012Q1"	"never_employed"	1
"Males"	"23 Jaén"	"2012Q1"	"never_employed"	4.1
"Females"	"23 Jaén"	"2012Q1"	"never_employed"	4.8
"Males"	"24 León"	"2012Q1"	"never_employed"	1.8
"Females"	"24 León"	"2012Q1"	"never_employed"	2.7
"Males"	"25 Lleida"	"2012Q1"	"never_employed"	2.1
"Females"	"25 Lleida"	"2012Q1"	"never_employed"	2.7
"Males"	"27 Lugo"	"2012Q1"	"never_employed"	0.7
"Females"	"27 Lugo"	"2012Q1"	"never_employed"	1.2
"Males"	"28 Madrid"	"2012Q1"	"never_employed"	29.5
"Females"	"28 Madrid"	"2012Q1"	"never_employed"	31.2
"Males"	"29 Málaga"	"2012Q1"	"never_employed"	8.2
"Females"	"29 Málaga"	"2012Q1"	"never_employed"	11.6
"Males"	"30 Murcia"	"2012Q1"	"never_employed"	6.4
"Females"	"30 Murcia"	"2012Q1"	"never_employed"	4.8
"Males"	"31 Navarra"	"2012Q1"	"never_employed"	1
"Females"	"31 Navarra"	"2012Q1"	"never_employed"	3.2
"Males"	"32 Ourense"	"2012Q1"	"never_employed"	0.8
"Females"	"32 Ourense"	"2012Q1"	"never_employed"	1.8
"Males"	"34 Palencia"	"2012Q1"	"never_employed"	0.6
"Females"	"34 Palencia"	"2012Q1"	"never_employed"	1
"Males"	"35 Palmas, Las"	"2012Q1"	"never_employed"	6.3
"Females"	"35 Palmas, Las"	"2012Q1"	"never_employed"	8.5
"Males"	"36 Pontevedra"	"2012Q1"	"never_employed"	3.1
"Females"	"36 Pontevedra"	"2012Q1"	"never_employed"	5.7
"Males"	"26 Rioja, La"	"2012Q1"	"never_employed"	1
"Females"	"26 Rioja, La"	"2012Q1"	"never_employed"	2.1
"Males"	"37 Salamanca"	"2012Q1"	"never_employed"	0.7
"Females"	"37 Salamanca"	"2012Q1"	"never_employed"	1.2
"Males"	"38 Santa Cruz de Tenerife"	"2012Q1"	"never_employed"	3.7
"Females"	"38 Santa Cruz de Tenerife"	"2012Q1"	"never_employed"	6.8
"Males"	"40 Segovia"	"2012Q1"	"never_employed"	NA
"Females"	"40 Segovia"	"2012Q1"	"never_employed"	1.5
"Males"	"41 Sevilla"	"2012Q1"	"never_employed"	9.6
"Females"	"41 Sevilla"	"2012Q1"	"never_employed"	14.9
"Males"	"42 Soria"	"2012Q1"	"never_employed"	0.2
"Females"	"42 Soria"	"2012Q1"	"never_employed"	0.2
"Males"	"43 Tarragona"	"2012Q1"	"never_employed"	1.4
"Females"	"43 Tarragona"	"2012Q1"	"never_employed"	5.4
"Males"	"44 Teruel"	"2012Q1"	"never_employed"	0.2
"Females"	"44 Teruel"	"2012Q1"	"never_employed"	0.1
"Males"	"45 Toledo"	"2012Q1"	"never_employed"	1.6
"Females"	"45 Toledo"	"2012Q1"	"never_employed"	6.3
"Males"	"46 Valencia/València"	"2012Q1"	"never_employed"	6
"Females"	"46 Valencia/València"	"2012Q1"	"never_employed"	10
"Males"	"47 Valladolid"	"2012Q1"	"never_employed"	1.7
"Females"	"47 Valladolid"	"2012Q1"	"never_employed"	1.6
"Males"	"49 Zamora"	"2012Q1"	"never_employed"	0.5
"Females"	"49 Zamora"	"2012Q1"	"never_employed"	0.3
"Males"	"50 Zaragoza"	"2012Q1"	"never_employed"	2.5
"Females"	"50 Zaragoza"	"2012Q1"	"never_employed"	3
"Males"	"51 Ceuta"	"2012Q1"	"never_employed"	1.2
"Females"	"51 Ceuta"	"2012Q1"	"never_employed"	1.5
"Males"	"52 Melilla"	"2012Q1"	"never_employed"	0.5
"Females"	"52 Melilla"	"2012Q1"	"never_employed"	1.1
"Males"	"02 Albacete"	"2011Q4"	"never_employed"	1.9
"Females"	"02 Albacete"	"2011Q4"	"never_employed"	4.1
"Males"	"03 Alicante/Alacant"	"2011Q4"	"never_employed"	9.1
"Females"	"03 Alicante/Alacant"	"2011Q4"	"never_employed"	9.5
"Males"	"04 Almería"	"2011Q4"	"never_employed"	4.3
"Females"	"04 Almería"	"2011Q4"	"never_employed"	4.1
"Males"	"01 Araba/Álava"	"2011Q4"	"never_employed"	0.9
"Females"	"01 Araba/Álava"	"2011Q4"	"never_employed"	1.7
"Males"	"33 Asturias"	"2011Q4"	"never_employed"	4.9
"Females"	"33 Asturias"	"2011Q4"	"never_employed"	4.7
"Males"	"05 Ávila"	"2011Q4"	"never_employed"	0.8
"Females"	"05 Ávila"	"2011Q4"	"never_employed"	0.4
"Males"	"06 Badajoz"	"2011Q4"	"never_employed"	4.2
"Females"	"06 Badajoz"	"2011Q4"	"never_employed"	6.4
"Males"	"07 Balears, Illes"	"2011Q4"	"never_employed"	4.5
"Females"	"07 Balears, Illes"	"2011Q4"	"never_employed"	5.2
"Males"	"08 Barcelona"	"2011Q4"	"never_employed"	26.8
"Females"	"08 Barcelona"	"2011Q4"	"never_employed"	30.9
"Males"	"48 Bizkaia"	"2011Q4"	"never_employed"	2.6
"Females"	"48 Bizkaia"	"2011Q4"	"never_employed"	6.1
"Males"	"09 Burgos"	"2011Q4"	"never_employed"	0.4
"Females"	"09 Burgos"	"2011Q4"	"never_employed"	1
"Males"	"10 Cáceres"	"2011Q4"	"never_employed"	1.8
"Females"	"10 Cáceres"	"2011Q4"	"never_employed"	2.4
"Males"	"11 Cádiz"	"2011Q4"	"never_employed"	9.5
"Females"	"11 Cádiz"	"2011Q4"	"never_employed"	8.1
"Males"	"39 Cantabria"	"2011Q4"	"never_employed"	1.3
"Females"	"39 Cantabria"	"2011Q4"	"never_employed"	2.6
"Males"	"12 Castellón/Castelló"	"2011Q4"	"never_employed"	2.9
"Females"	"12 Castellón/Castelló"	"2011Q4"	"never_employed"	1.5
"Males"	"13 Ciudad Real"	"2011Q4"	"never_employed"	2.2
"Females"	"13 Ciudad Real"	"2011Q4"	"never_employed"	6
"Males"	"14 Córdoba"	"2011Q4"	"never_employed"	3.8
"Females"	"14 Córdoba"	"2011Q4"	"never_employed"	5.3
"Males"	"15 Coruña, A"	"2011Q4"	"never_employed"	2.8
"Females"	"15 Coruña, A"	"2011Q4"	"never_employed"	2.1
"Males"	"16 Cuenca"	"2011Q4"	"never_employed"	0.1
"Females"	"16 Cuenca"	"2011Q4"	"never_employed"	1.3
"Males"	"20 Gipuzkoa"	"2011Q4"	"never_employed"	0.7
"Females"	"20 Gipuzkoa"	"2011Q4"	"never_employed"	1.8
"Males"	"17 Girona"	"2011Q4"	"never_employed"	4
"Females"	"17 Girona"	"2011Q4"	"never_employed"	4.9
"Males"	"18 Granada"	"2011Q4"	"never_employed"	5.9
"Females"	"18 Granada"	"2011Q4"	"never_employed"	5.7
"Males"	"19 Guadalajara"	"2011Q4"	"never_employed"	0.7
"Females"	"19 Guadalajara"	"2011Q4"	"never_employed"	1.7
"Males"	"21 Huelva"	"2011Q4"	"never_employed"	2.1
"Females"	"21 Huelva"	"2011Q4"	"never_employed"	2.3
"Males"	"22 Huesca"	"2011Q4"	"never_employed"	0.4
"Females"	"22 Huesca"	"2011Q4"	"never_employed"	1
"Males"	"23 Jaén"	"2011Q4"	"never_employed"	2.6
"Females"	"23 Jaén"	"2011Q4"	"never_employed"	5.8
"Males"	"24 León"	"2011Q4"	"never_employed"	1.8
"Females"	"24 León"	"2011Q4"	"never_employed"	1
"Males"	"25 Lleida"	"2011Q4"	"never_employed"	1.6
"Females"	"25 Lleida"	"2011Q4"	"never_employed"	2.1
"Males"	"27 Lugo"	"2011Q4"	"never_employed"	0.8
"Females"	"27 Lugo"	"2011Q4"	"never_employed"	1.1
"Males"	"28 Madrid"	"2011Q4"	"never_employed"	25.7
"Females"	"28 Madrid"	"2011Q4"	"never_employed"	32.3
"Males"	"29 Málaga"	"2011Q4"	"never_employed"	7.8
"Females"	"29 Málaga"	"2011Q4"	"never_employed"	12.6
"Males"	"30 Murcia"	"2011Q4"	"never_employed"	7.5
"Females"	"30 Murcia"	"2011Q4"	"never_employed"	6.4
"Males"	"31 Navarra"	"2011Q4"	"never_employed"	0.4
"Females"	"31 Navarra"	"2011Q4"	"never_employed"	2.6
"Males"	"32 Ourense"	"2011Q4"	"never_employed"	1.1
"Females"	"32 Ourense"	"2011Q4"	"never_employed"	1.9
"Males"	"34 Palencia"	"2011Q4"	"never_employed"	0.4
"Females"	"34 Palencia"	"2011Q4"	"never_employed"	1
"Males"	"35 Palmas, Las"	"2011Q4"	"never_employed"	6.5
"Females"	"35 Palmas, Las"	"2011Q4"	"never_employed"	9.2
"Males"	"36 Pontevedra"	"2011Q4"	"never_employed"	4
"Females"	"36 Pontevedra"	"2011Q4"	"never_employed"	3.9
"Males"	"26 Rioja, La"	"2011Q4"	"never_employed"	0.9
"Females"	"26 Rioja, La"	"2011Q4"	"never_employed"	1.4
"Males"	"37 Salamanca"	"2011Q4"	"never_employed"	0.7
"Females"	"37 Salamanca"	"2011Q4"	"never_employed"	1.7
"Males"	"38 Santa Cruz de Tenerife"	"2011Q4"	"never_employed"	4.7
"Females"	"38 Santa Cruz de Tenerife"	"2011Q4"	"never_employed"	6.2
"Males"	"40 Segovia"	"2011Q4"	"never_employed"	0
"Females"	"40 Segovia"	"2011Q4"	"never_employed"	0.4
"Males"	"41 Sevilla"	"2011Q4"	"never_employed"	8.3
"Females"	"41 Sevilla"	"2011Q4"	"never_employed"	11.7
"Males"	"42 Soria"	"2011Q4"	"never_employed"	0.3
"Females"	"42 Soria"	"2011Q4"	"never_employed"	0.3
"Males"	"43 Tarragona"	"2011Q4"	"never_employed"	3.9
"Females"	"43 Tarragona"	"2011Q4"	"never_employed"	4.2
"Males"	"44 Teruel"	"2011Q4"	"never_employed"	0.3
"Females"	"44 Teruel"	"2011Q4"	"never_employed"	0.2
"Males"	"45 Toledo"	"2011Q4"	"never_employed"	1.7
